,db_id,original_sql
12049,tpch,"SELECT mm.o_orderkey, COUNT(DISTINCT mm.p_name) AS unique_parts_ordered, SUM(mm.l_extendedprice) AS total_extended_price, SUM(mm.discount_value) AS total_discount_value, (SELECT COUNT(DISTINCT hs.s_suppkey) FROM (SELECT s.s_suppkey, s.s_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_value FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, s.s_name HAVING SUM(ps.ps_supplycost * ps.ps_availqty) > 50000) hs WHERE hs.total_supply_value > (SELECT AVG(total_supply_value) FROM (SELECT s.s_suppkey, s.s_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_value FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, s.s_name HAVING SUM(ps.ps_supplycost * ps.ps_availqty) > 50000) as HighValueSuppliers)) AS high_value_supplier_count FROM (SELECT ro.o_orderkey, rp.p_name, rp.p_brand, l.l_quantity, l.l_extendedprice, CASE WHEN l.l_discount = 0 THEN NULL ELSE l.l_extendedprice * (1 - l.l_discount) * 0.1 END AS discount_value FROM (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, c.c_name, RANK() OVER (PARTITION BY c.c_nationkey ORDER BY o.o_totalprice DESC) AS price_rank FROM orders o JOIN customer c ON o.o_custkey = c.c_custkey) ro JOIN lineitem l ON ro.o_orderkey = l.l_orderkey JOIN (SELECT p.p_partkey, p.p_name, p.p_brand, p.p_retailprice, ROW_NUMBER() OVER (PARTITION BY p.p_brand ORDER BY p.p_retailprice DESC) AS brand_rank FROM part p WHERE p.p_retailprice IS NOT NULL AND p.p_size >= 10) rp ON l.l_partkey = rp.p_partkey WHERE ro.price_rank <= 5) mm GROUP BY mm.o_orderkey HAVING SUM(mm.l_quantity) > ( SELECT AVG(l_quantity) FROM lineitem WHERE l_returnflag = 'N' ) AND SUM(mm.l_extendedprice) IS NOT NULL ORDER BY mm.o_orderkey;"
12050,tpch,"SELECT r.r_name, r.region_count, COALESCE(SUM(fp.p_retailprice), 0.00) AS total_retail_price, AVG(ranking.o_totalprice) AS avg_order_price FROM (SELECT r.r_name, COUNT(DISTINCT ns.n_nationkey) AS region_count, SUM(rating.total_qty) AS total_quantity FROM region AS r LEFT JOIN (SELECT n.n_name, COUNT(DISTINCT s.s_suppkey) AS supplier_count, n.n_nationkey FROM supplier AS s JOIN nation AS n ON s.s_nationkey = n.n_nationkey GROUP BY n.n_name, n.n_nationkey) AS ns ON ns.n_nationkey = r.r_regionkey LEFT JOIN (SELECT l.l_orderkey, SUM(l.l_quantity) AS total_qty FROM lineitem AS l GROUP BY l.l_orderkey) AS rating ON ns.n_nationkey = rating.l_orderkey GROUP BY r.r_name) AS r LEFT JOIN (SELECT p.p_partkey, p.p_name, p.p_retailprice, (CASE WHEN p.p_size BETWEEN 1 AND 5 THEN 'Small' WHEN p.p_size BETWEEN 6 AND 15 THEN 'Medium' ELSE 'Large' END) AS size_category FROM part AS p WHERE p.p_retailprice IS NOT NULL) AS fp ON r.region_count > 5 LEFT JOIN (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, ROW_NUMBER() OVER (PARTITION BY EXTRACT(YEAR FROM o.o_orderdate) ORDER BY o.o_totalprice DESC) AS order_rank FROM orders AS o WHERE o.o_orderdate >= DATE '1994-01-01') AS ranking ON r.region_count = EXTRACT(YEAR FROM ranking.o_orderdate) WHERE r.region_count IS NOT NULL GROUP BY r.r_name, r.region_count HAVING AVG(ranking.o_totalprice) > (SELECT AVG(o.o_totalprice) FROM orders AS o) ORDER BY r.r_name DESC LIMIT 10 OFFSET 5;"
12051,tpch,"SELECT p.p_name, p.p_mfgr, COALESCE(STC.TotalSupplyCost, 0) AS SupplyCost, COUNT(DISTINCT LO.l_orderkey) AS OrderCount, AVG(LO.l_discount) AS AverageDiscount, SUM(LO.l_quantity * (1 - LO.l_discount)) AS TotalRevenue, CASE WHEN p.p_retailprice IS NULL THEN 'Price Unknown' WHEN p.p_retailprice <= 100 THEN 'Affordable' WHEN p.p_retailprice > 100 AND p.p_retailprice <= 500 THEN 'Moderate' ELSE 'Expensive' END AS PriceCategory FROM part p LEFT JOIN lineitem LO ON p.p_partkey = LO.l_partkey LEFT JOIN (SELECT ps.ps_partkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS TotalSupplyCost FROM partsupp ps GROUP BY ps.ps_partkey) STC ON p.p_partkey = STC.ps_partkey LEFT JOIN (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, ROW_NUMBER() OVER (PARTITION BY o.o_orderstatus ORDER BY o.o_totalprice DESC) AS OrderRank FROM orders o WHERE o.o_orderdate BETWEEN '1996-01-01' AND '1997-01-01') R ON R.o_orderkey = LO.l_orderkey AND R.OrderRank <= 10 WHERE (LO.l_returnflag = 'N' OR LO.l_returnflag IS NULL) AND (p.p_mfgr LIKE '%ACME%' OR p.p_comment ILIKE '%special%') GROUP BY p.p_partkey, p.p_name, p.p_mfgr, STC.TotalSupplyCost HAVING COUNT(DISTINCT LO.l_orderkey) > 5 OR SUM(LO.l_extendedprice * (1 - LO.l_discount)) > 1000 ORDER BY TotalRevenue DESC, SupplyCost ASC;"
12052,tpch,"SELECT r.o_orderkey, r.o_custkey, COALESCE(s.total_cost, 0) AS supplier_total_cost, fn.cust_segment, r.o_orderdate FROM (SELECT o.o_orderkey, o.o_custkey, o.o_orderdate, o.o_totalprice, ROW_NUMBER() OVER (PARTITION BY o.o_custkey ORDER BY o.o_orderdate DESC) AS rn FROM orders o WHERE o.o_totalprice > ( SELECT AVG(o2.o_totalprice) FROM orders o2 WHERE o2.o_orderdate >= cast('1998-10-01' as date) - INTERVAL '1 year' )) r LEFT JOIN (SELECT s.s_suppkey, SUM(ps.ps_supplycost * rdb.l_quantity) AS total_cost FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN (SELECT li.l_orderkey, li.l_partkey, li.l_quantity, li.l_extendedprice, li.l_discount, li.l_tax, li.l_returnflag, li.l_linestatus, li.l_shipmode, LI.l_comment, ROW_NUMBER() OVER (PARTITION BY li.l_orderkey ORDER BY li.l_linenumber) AS line_num FROM lineitem li WHERE li.l_shipdate > cast('1998-10-01' as date) - INTERVAL '30 days' AND li.l_discount > 0.05) rdb ON ps.ps_partkey = rdb.l_partkey GROUP BY s.s_suppkey) s ON r.o_custkey = s.s_suppkey JOIN (SELECT n.n_nationkey, n.n_name, CASE WHEN COUNT(DISTINCT c.c_custkey) > 5 THEN 'High' WHEN COUNT(DISTINCT c.c_custkey) BETWEEN 2 AND 5 THEN 'Medium' ELSE 'Low' END AS cust_segment FROM nation n LEFT JOIN customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_nationkey, n.n_name) fn ON r.o_custkey IN ( SELECT DISTINCT c.c_custkey FROM customer c WHERE c.c_nationkey = fn.n_nationkey ) WHERE r.rn = 1 AND fn.cust_segment = 'High' AND (r.o_orderdate IS NOT NULL AND r.o_orderdate < cast('1998-10-01' as date)) ORDER BY r.o_totalprice DESC NULLS LAST FETCH FIRST 100 ROWS ONLY;"
12053,tpch,"SELECT cd.c_name AS customer_name, cd.o_orderdate, SUM(cd.total_cost) AS total_cost, COUNT(DISTINCT cd.p_name) AS distinct_product_count, SUM(cd.l_discount) AS total_discount, RANK() OVER (ORDER BY SUM(cd.total_cost) DESC) AS rank_cost FROM (SELECT c.c_name, o.o_orderdate, l.l_discount, CASE WHEN l.l_returnflag = 'R' THEN 'Returned' WHEN l.l_returnflag = 'A' THEN 'Accepted' ELSE 'Other' END AS return_status, ps.ps_supplycost * l.l_quantity AS total_cost, p.p_name FROM lineitem l JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN customer c ON o.o_custkey = c.c_custkey LEFT JOIN partsupp ps ON l.l_partkey = ps.ps_partkey LEFT JOIN part p ON l.l_partkey = p.p_partkey WHERE p.p_partkey IN (SELECT p.p_partkey FROM (SELECT p.p_partkey, p.p_name, p.p_retailprice FROM part p WHERE p.p_size IS NULL OR p.p_comment LIKE '%lightweight%' OR p.p_mfgr NOT IN (SELECT DISTINCT s.s_name FROM supplier s WHERE s.s_nationkey = 0)) p)) cd WHERE cd.return_status = 'Returned' GROUP BY cd.c_name, cd.o_orderdate ORDER BY total_cost DESC LIMIT 10 OFFSET 5;"
12054,tpch,"SELECT r.region_name, tc.c_name, tc.total_spent, CASE WHEN tc.total_spent > 10000 THEN 'High Value' WHEN tc.total_spent BETWEEN 5000 AND 10000 THEN 'Medium Value' ELSE 'Low Value' END AS customer_value, COUNT(DISTINCT n.n_nationkey) AS distinct_nations, COUNT(DISTINCT tc.c_custkey) AS total_customers FROM (SELECT cust.c_custkey, cust.c_name, cust.total_spent, cust.order_count, RANK() OVER (ORDER BY cust.total_spent DESC) AS sales_rank FROM (SELECT c.c_custkey, c.c_name, COUNT(o.o_orderkey) AS order_count, COALESCE(SUM(l.l_extendedprice), 0) AS total_spent, ROW_NUMBER() OVER (PARTITION BY c.c_nationkey ORDER BY COUNT(o.o_orderkey) DESC) AS rank FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey GROUP BY c.c_custkey, c.c_name, c.c_nationkey) cust WHERE cust.order_count > 5) tc JOIN nation n ON tc.c_custkey = n.n_nationkey JOIN (SELECT r.r_name AS region_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales FROM region r LEFT JOIN nation n ON r.r_regionkey = n.n_regionkey LEFT JOIN supplier s ON n.n_nationkey = s.s_nationkey LEFT JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey LEFT JOIN part p ON ps.ps_partkey = p.p_partkey LEFT JOIN lineitem l ON p.p_partkey = l.l_partkey GROUP BY r.r_name) r ON r.region_name = n.n_name WHERE tc.sales_rank <= 10 GROUP BY r.region_name, tc.c_name, tc.total_spent HAVING COUNT(DISTINCT n.n_nationkey) IS NOT NULL ORDER BY r.region_name, tc.total_spent DESC;"
12055,tpch,"SELECT rp.p_partkey, rp.p_name, rp.p_brand, rp.p_retailprice, COALESCE(rs.total_availqty, 0) AS supplier_availability, CASE WHEN rp.brand_count > 5 THEN 'Popular Brand' ELSE 'Niche Brand' END AS brand_category FROM (SELECT p.p_partkey, p.p_name, p.p_brand, p.p_retailprice, ROW_NUMBER() OVER (PARTITION BY p.p_brand ORDER BY p.p_retailprice DESC) AS rn, COUNT(*) OVER (PARTITION BY p.p_brand) AS brand_count FROM part p WHERE p.p_retailprice > (SELECT AVG(p2.p_retailprice) FROM part p2 WHERE p2.p_size > 10)) rp LEFT JOIN (SELECT s.s_suppkey, n.n_name AS nation_name, r.r_name AS region_name, SUM(ps.ps_availqty) AS total_availqty FROM supplier s JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, n.n_name, r.r_name) rs ON rp.p_partkey = (SELECT ps.ps_partkey FROM partsupp ps WHERE ps.ps_suppkey IN (SELECT s.s_suppkey FROM supplier s WHERE s.s_acctbal > (SELECT AVG(s2.s_acctbal) FROM supplier s2)) LIMIT 1) WHERE rp.rn <= 3 AND (rp.p_brand IS NOT NULL OR rp.p_name LIKE '%Gadget%') ORDER BY rp.p_retailprice DESC LIMIT 10;"
12056,tpch,"SELECT co.c_name, co.total_spent, ai.total_inventory_value, CASE WHEN co.total_spent >= ai.total_inventory_value THEN 'High Value' ELSE 'Low Value' END AS customer_value_category FROM (SELECT c.c_custkey, c.c_name, SUM(o.o_totalprice) AS total_spent, COUNT(o.o_orderkey) AS order_count, RANK() OVER (ORDER BY SUM(o.o_totalprice) DESC) AS customer_rank FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey, c.c_name) co FULL OUTER JOIN (SELECT s.s_suppkey, SUM(sp.ps_availqty * sp.ps_supplycost) AS total_inventory_value FROM (SELECT s.s_suppkey, s.s_name, s.s_acctbal, CASE WHEN s.s_acctbal IS NULL THEN 0 ELSE s.s_acctbal END AS non_null_acctbal FROM supplier s WHERE s.s_comment IS NOT NULL) s JOIN (SELECT ps.ps_partkey, ps.ps_suppkey, ps.ps_availqty, ps.ps_supplycost, pp.p_name FROM partsupp ps JOIN (SELECT p.p_partkey, p.p_name, p.p_retailprice, p.p_comment, ROW_NUMBER() OVER (PARTITION BY p.p_mfgr ORDER BY p.p_retailprice DESC) AS rn FROM part p WHERE p.p_size BETWEEN 1 AND 10) pp ON ps.ps_partkey = pp.p_partkey WHERE pp.rn <= 5) sp ON s.s_suppkey = sp.ps_suppkey GROUP BY s.s_suppkey) ai ON co.c_custkey = ai.s_suppkey WHERE (co.customer_rank <= 10 OR ai.total_inventory_value IS NULL) AND (co.total_spent IS NOT NULL OR ai.total_inventory_value IS NOT NULL) ORDER BY co.total_spent DESC NULLS LAST, ai.total_inventory_value ASC NULLS FIRST OFFSET 5 ROWS FETCH NEXT 10 ROWS ONLY;"
12057,tpch,"SELECT o.o_orderkey, o.o_orderdate, total_supply_value, COALESCE(s.s_name, 'No Supplier') AS supplier_name, DENSE_RANK() OVER (PARTITION BY o.o_orderkey ORDER BY o.o_totalprice DESC) AS order_rank FROM (SELECT o.o_orderkey, o.o_custkey, o.o_orderdate, o.o_totalprice, ROW_NUMBER() OVER (PARTITION BY o.o_orderstatus ORDER BY o.o_orderdate DESC) AS rnk FROM orders o WHERE o.o_orderstatus IN ('O', 'F')) o LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey LEFT JOIN (SELECT p.p_partkey, p.p_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_value FROM part p JOIN partsupp ps ON p.p_partkey = ps.ps_partkey GROUP BY p.p_partkey, p.p_name HAVING SUM(ps.ps_supplycost * ps.ps_availqty) > 100000) hp ON l.l_partkey = hp.p_partkey LEFT JOIN (SELECT s.s_suppkey, s.s_name, s.s_acctbal, ROW_NUMBER() OVER (PARTITION BY s.s_nationkey ORDER BY s.s_acctbal DESC) AS supplier_rnk FROM supplier s WHERE s.s_acctbal IS NOT NULL AND s.s_acctbal > ( SELECT AVG(s2.s_acctbal) FROM supplier s2 WHERE s2.s_acctbal IS NOT NULL )) s ON s.s_suppkey = l.l_suppkey WHERE o.o_totalprice IS NOT NULL AND (o.o_totalprice > 500 OR l.l_discount IS NULL) AND (EXISTS (SELECT 1 FROM customer c WHERE c.c_custkey = o.o_custkey AND c.c_acctbal > 0) OR s.s_acctbal > 50000) ORDER BY o.o_orderdate DESC, total_supply_value DESC LIMIT 100;"
12058,tpch,"SELECT p.p_partkey, p.p_name, ps.ps_availqty, COALESCE(s.s_name, 'Unknown Supplier') AS Supplier_Name, COALESCE(rc.r_name, 'Unknown Region') AS Region_Name, CASE WHEN SUM(COALESCE(hv.total_revenue, 0)) > 50000 THEN 'High Value' ELSE 'Regular Value' END AS Order_Value_Category FROM part p LEFT JOIN partsupp ps ON p.p_partkey = ps.ps_partkey LEFT JOIN (SELECT s.s_suppkey, s.s_name, s.s_acctbal, s.s_nationkey, ROW_NUMBER() OVER (PARTITION BY s.s_nationkey ORDER BY s.s_acctbal DESC) AS rnk FROM supplier s WHERE s.s_acctbal > (SELECT AVG(s2.s_acctbal) FROM supplier s2 WHERE s2.s_nationkey = s.s_nationkey)) s ON ps.ps_suppkey = s.s_suppkey LEFT JOIN nation n ON s.s_nationkey = n.n_nationkey LEFT JOIN region rc ON n.n_regionkey = rc.r_regionkey LEFT JOIN (SELECT o.o_orderkey, o.o_custkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_orderstatus = 'F' AND l.l_shipmode IN ('AIR', 'SHIP') GROUP BY o.o_orderkey, o.o_custkey HAVING SUM(l.l_extendedprice * (1 - l.l_discount)) > 10000) hv ON hv.o_custkey = (SELECT c.c_custkey FROM customer c WHERE c.c_nationkey = n.n_nationkey LIMIT 1) WHERE p.p_retailprice BETWEEN (SELECT MIN(p2.p_retailprice) FROM part p2) AND (SELECT MAX(p3.p_retailprice) FROM part p3 WHERE p3.p_mfgr != p.p_mfgr) GROUP BY p.p_partkey, p.p_name, ps.ps_availqty, s.s_name, rc.r_name ORDER BY p.p_partkey DESC, Supplier_Name, Order_Value_Category DESC;"
12059,tpch,"SELECT p.p_partkey, p.p_name, COALESCE(r.total_available_quantity, 0) AS available_quantity, COALESCE(r.unique_suppliers_count, 0) AS suppliers_count, COALESCE(s.rank, 0) AS top_supplier_rank, c.total_orders, c.total_spent, CASE WHEN c.avg_order_value IS NULL THEN 'No Orders' ELSE 'Orders Exist' END AS order_status, CASE WHEN s.rank = 1 THEN 'Top Supplier' ELSE 'Not Top Supplier' END AS supplier_status FROM part p LEFT JOIN (SELECT ps.ps_partkey, SUM(ps.ps_availqty) AS total_available_quantity, COUNT(DISTINCT ps.ps_suppkey) AS unique_suppliers_count FROM partsupp ps GROUP BY ps.ps_partkey) r ON p.p_partkey = r.ps_partkey LEFT JOIN (SELECT s.s_suppkey, s.s_name, s.s_acctbal, ROW_NUMBER() OVER (PARTITION BY p.p_partkey ORDER BY s.s_acctbal DESC) AS rank FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey WHERE s.s_acctbal IS NOT NULL) s ON p.p_partkey = s.s_suppkey LEFT JOIN (SELECT c.c_custkey, COUNT(DISTINCT o.o_orderkey) AS total_orders, SUM(o.o_totalprice) AS total_spent, AVG(o.o_totalprice) AS avg_order_value, MAX(o.o_orderdate) AS last_order_date FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_custkey) c ON c.total_orders > 0 WHERE p.p_retailprice BETWEEN 10 AND 100 AND (p.p_comment LIKE '%extra%' OR p.p_comment IS NULL) ORDER BY p.p_partkey FETCH FIRST 50 ROWS ONLY;"
12060,tpch,"SELECT ns.nation_with_region, ss.s_name, ss.total_supply_value, ros.total_order_value, CASE WHEN ros.order_rank = 1 THEN 'Most Recent' ELSE 'Older Order' END AS order_status, COUNT(DISTINCT ps.ps_partkey) FILTER (WHERE ps.ps_availqty < 50) AS low_stock_parts FROM (SELECT s.s_suppkey, s.s_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_value, COUNT(DISTINCT ps.ps_partkey) AS unique_parts_supplied FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, s.s_name) ss JOIN (SELECT o.o_orderkey, o.o_custkey, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_order_value, ROW_NUMBER() OVER (PARTITION BY o.o_custkey ORDER BY o.o_orderdate DESC) AS order_rank FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_orderdate >= cast('1998-10-01' as date) - INTERVAL '1 year' GROUP BY o.o_orderkey, o.o_custkey) ros ON ss.s_suppkey = ros.o_custkey JOIN (SELECT n.n_nationkey, n.n_regionkey, (n.n_name || ' - ' || r.r_name) AS nation_with_region FROM nation n LEFT JOIN region r ON n.n_regionkey = r.r_regionkey) ns ON ns.n_nationkey = ros.o_custkey LEFT JOIN partsupp ps ON ss.s_suppkey = ps.ps_suppkey WHERE ss.total_supply_value > (SELECT AVG(total_supply_value) FROM (SELECT s.s_suppkey, s.s_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_value, COUNT(DISTINCT ps.ps_partkey) AS unique_parts_supplied FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, s.s_name) as supplier_summary) GROUP BY ns.nation_with_region, ss.s_name, ss.total_supply_value, ros.total_order_value, ros.order_rank HAVING COUNT(ps.ps_partkey) > 0 AND SUM(ps.ps_availqty) IS NOT NULL ORDER BY ns.nation_with_region, ss.total_supply_value DESC, ros.total_order_value DESC;"
12061,tpch,"SELECT r.r_name AS region_name, p.p_name AS part_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue, COUNT(DISTINCT o.o_orderkey) AS order_count, MAX(CASE WHEN l.l_returnflag = 'R' THEN l_linestatus ELSE NULL END) AS return_status, ntile(3) OVER (PARTITION BY r.r_name ORDER BY SUM(l.l_extendedprice * (1 - l.l_discount)) DESC) AS revenue_bucket FROM lineitem l JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN (SELECT p_partkey, p_name, p_size, p_retailprice FROM part WHERE p_size IN (SELECT DISTINCT CASE WHEN ROUND(AVG(ps_supplycost), 0) IS NULL THEN 0 ELSE ROUND(AVG(ps_supplycost), 0) END FROM partsupp WHERE ps_availqty > 0 GROUP BY ps_partkey HAVING COUNT(DISTINCT ps_suppkey) > 1)) p ON l.l_partkey = p.p_partkey LEFT JOIN supplier s ON l.l_suppkey = s.s_suppkey INNER JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey WHERE p.p_retailprice BETWEEN 100 AND 500 AND r.r_name IS NOT NULL AND (o.o_orderdate >= '1996-01-01' AND o.o_orderdate < '1997-01-01' OR o.o_orderstatus IN ('O', 'F')) GROUP BY r.r_name, p.p_name HAVING SUM(l.l_extendedprice * (1 - l.l_discount)) > ( SELECT AVG(order_totals.total_revenue) FROM ( SELECT SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_revenue FROM lineitem l INNER JOIN orders o ON l.l_orderkey = o.o_orderkey GROUP BY o.o_orderkey ) AS order_totals ) ORDER BY region_name, total_revenue DESC FETCH FIRST 10 ROWS ONLY;"
12062,tpch,"SELECT fr.o_orderkey, fr.o_orderdate, fr.l_partkey, fr.discounted_price, fr.total_availqty, CASE WHEN fr.total_availqty = 0 THEN 'No Availability' WHEN fr.total_availqty < 50 THEN 'Low Stock' ELSE 'In Stock' END AS stock_status, CASE WHEN GROUPING(fr.o_orderkey) > 0 THEN 'Grand Total' ELSE 'Details' END AS summary_type FROM (SELECT od.o_orderkey, od.o_orderdate, od.l_partkey, od.discounted_price, COALESCE(sa.total_availqty, 0) AS total_availqty, RANK() OVER(ORDER BY od.discounted_price DESC) AS price_rank FROM (SELECT o.o_orderkey, o.o_orderdate, l.l_partkey, l.l_quantity, l.l_discount, p.p_brand, p.p_type, p.p_size, p.p_retailprice * (1 - l.l_discount) AS discounted_price FROM orders o JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN part p ON l.l_partkey = p.p_partkey WHERE o.o_orderstatus = 'O' AND l.l_shipmode IN ('AIR', 'SHIP')) od LEFT JOIN (SELECT ps.ps_partkey, SUM(ps.ps_availqty) AS total_availqty, AVG(ps.ps_supplycost) AS avg_supplycost FROM partsupp ps GROUP BY ps.ps_partkey) sa ON od.l_partkey = sa.ps_partkey) fr GROUP BY fr.o_orderkey, fr.o_orderdate, fr.l_partkey, fr.discounted_price, fr.total_availqty HAVING SUM(fr.discounted_price) > 1000 ORDER BY fr.discounted_price DESC, fr.o_orderdate ASC, fr.l_partkey DESC OFFSET 10 ROWS FETCH NEXT 20 ROWS ONLY"
12063,tpch,"SELECT r.n_name AS NationName, SUM(l.l_extendedprice * (1 - l.l_discount)) AS Revenue, COALESCE(MAX(ro.o_totalprice), 0) AS MaxOrderPrice, COUNT(DISTINCT l.l_orderkey) AS DistinctOrderCount FROM lineitem l JOIN orders o ON l.l_orderkey = o.o_orderkey JOIN customer c ON o.o_custkey = c.c_custkey JOIN nation r ON c.c_nationkey = r.n_nationkey LEFT JOIN (SELECT o.o_orderkey, o.o_orderdate, o.o_totalprice, ROW_NUMBER() OVER (PARTITION BY o.o_orderstatus ORDER BY o.o_totalprice DESC) AS OrderRank, COUNT(*) OVER (PARTITION BY o.o_orderstatus) AS TotalOrders FROM orders o WHERE o.o_orderstatus IN ('O', 'F')) ro ON ro.o_orderkey = o.o_orderkey AND ro.OrderRank = 1 INNER JOIN (SELECT sd.s_suppkey, sd.TotalSupplyCost, sd.PartCount FROM (SELECT s.s_suppkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS TotalSupplyCost, COUNT(DISTINCT p.p_partkey) AS PartCount FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey GROUP BY s.s_suppkey) sd WHERE sd.TotalSupplyCost > (SELECT AVG(TotalSupplyCost) FROM (SELECT s.s_suppkey, SUM(ps.ps_supplycost * ps.ps_availqty) AS TotalSupplyCost, COUNT(DISTINCT p.p_partkey) AS PartCount FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey GROUP BY s.s_suppkey) as SupplierDetails)) hcs ON l.l_suppkey = hcs.s_suppkey WHERE l.l_shipdate >= '1997-01-01' AND l.l_shipdate < '1998-01-01' GROUP BY r.n_name HAVING COUNT(DISTINCT l.l_orderkey) > 10 AND SUM(l.l_extendedprice * (1 - l.l_discount)) > 10000 ORDER BY Revenue DESC LIMIT 100;"
12064,tpch,"SELECT r.r_name, cd.c_name, cd.c_acctbal, hvp.p_name, ro.total_amount, ss.total_supply_cost, CASE WHEN ro.line_count IS NULL THEN 'No Lines' ELSE 'Lines Present' END AS Order_Line_Status FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN customer c ON n.n_nationkey = c.c_nationkey JOIN (SELECT c.c_custkey, c.c_name, c.c_acctbal, c.c_nationkey, ROW_NUMBER() OVER (PARTITION BY c.c_nationkey ORDER BY c.c_acctbal DESC) AS RankByBalance FROM customer c WHERE c.c_acctbal > (SELECT AVG(c2.c_acctbal) FROM customer c2 WHERE c2.c_nationkey = c.c_nationkey)) cd ON c.c_custkey = cd.c_custkey LEFT JOIN (SELECT p.p_partkey, p.p_name, p.p_retailprice, SUM(ps.ps_availqty) AS total_available FROM part p JOIN partsupp ps ON p.p_partkey = ps.ps_partkey WHERE p.p_retailprice > (SELECT AVG(p2.p_retailprice) FROM part p2) GROUP BY p.p_partkey, p.p_name, p.p_retailprice HAVING COUNT(ps.ps_suppkey) > 5) hvp ON cd.c_custkey % 10 = hvp.p_partkey % 10 LEFT JOIN (SELECT o.o_orderkey, o.o_orderdate, COUNT(l.l_orderkey) AS line_count, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_amount FROM orders o LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_orderdate >= cast('1998-10-01' as date) - INTERVAL '30 days' GROUP BY o.o_orderkey, o.o_orderdate HAVING SUM(l.l_discount) < 0.1) ro ON cd.c_custkey = ro.o_orderkey LEFT JOIN (SELECT s.s_suppkey, s.s_name, SUM(ps.ps_supplycost * ps.ps_availqty) AS total_supply_cost FROM supplier s JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey GROUP BY s.s_suppkey, s.s_name) ss ON hvp.p_partkey = ss.s_suppkey WHERE (cd.RankByBalance <= 5 OR cd.c_acctbal > 1000) AND (ss.total_supply_cost IS NOT NULL OR ss.total_supply_cost IS NULL) ORDER BY r.r_name, cd.c_acctbal DESC, hvp.p_name;"
